reference Smarter;reference SunDevice;IDP;Model;Capacity;Color;Grade
28-PRE7475;;61797;iPhone 7 Plus;32;Jet Black;A
28-PRE7476;;61776;iPhone 7 Plus;128;Jet Black;A
28-PRE7477;;61788;iPhone 7 Plus;256;Jet Black;A
29-BAS7571;;54686;iPhone 7;32;Silver;C
29-BAS7572;;54709;iPhone 7;128;Silver;C
29-BAS7573;;54701;iPhone 7;256;Silver;C
29-BAS7577;;54671;iPhone 7;32;Pink;C
29-BAS7578;;54678;iPhone 7;128;Pink;C
29-BAS7579;;54689;iPhone 7;256;Pink;C
29-BAS7580;;71867;iPhone 7;32;Black;C
29-BAS7581;;71872;iPhone 7;128;Black;C
29-BAS7582;;71877;iPhone 7;256;Black;C
29-BAS7583;;54694;iPhone 7;32;Jet Black;C
29-BAS7584;;54672;iPhone 7;128;Jet Black;C
29-BAS7585;;54712;iPhone 7;256;Jet Black;C
29-ECO7589;;54688;iPhone 7;32;Silver;D
29-ECO7590;;54710;iPhone 7;128;Silver;D
29-ECO7591;;54702;iPhone 7;256;Silver;D
29-ECO7595;;54673;iPhone 7;32;Pink;D
29-ECO7596;;54680;iPhone 7;128;Pink;D
29-ECO7597;;54691;iPhone 7;256;Pink;D
29-ECO7598;;71868;iPhone 7;32;Black;D
29-ECO7599;;71873;iPhone 7;128;Black;D
29-ECO7600;;71878;iPhone 7;256;Black;D
29-ECO7601;;54695;iPhone 7;32;Jet Black;D
29-ECO7602;;54674;iPhone 7;128;Jet Black;D
29-ECO7603;;54713;iPhone 7;256;Jet Black;D
29-GOL7538;;61773;iPhone 7;32;Gold;A
29-GOL7539;;61755;iPhone 7;128;Gold;A
29-GOL7540;;61764;iPhone 7;256;Gold;A
29-GOL7556;;54679;iPhone 7;32;Gold;B
29-GOL7557;;54703;iPhone 7;128;Gold;B
29-GOL7558;;54696;iPhone 7;256;Gold;B
29-GOL7574;;54681;iPhone 7;32;Gold;C
29-GOL7575;;54704;iPhone 7;128;Gold;C
29-GOL7576;;54697;iPhone 7;256;Gold;C
29-GOL7592;;54682;iPhone 7;32;Gold;D
29-GOL7593;;54705;iPhone 7;128;Gold;D
29-GOL7594;;54698;iPhone 7;256;Gold;D
29-MED7553;;54685;iPhone 7;32;Silver;B
29-MED7554;;54708;iPhone 7;128;Silver;B
29-MED7555;;54700;iPhone 7;256;Silver;B
29-MED7559;;54669;iPhone 7;32;Pink;B
29-MED7560;;54677;iPhone 7;128;Pink;B
29-MED7561;;54687;iPhone 7;256;Pink;B
29-MED7562;;71866;iPhone 7;32;Black;B
29-MED7563;;71871;iPhone 7;128;Black;B
29-MED7564;;71876;iPhone 7;256;Black;B
29-MED7565;;54692;iPhone 7;32;Jet Black;B
29-MED7566;;54670;iPhone 7;128;Jet Black;B
29-MED7567;;54711;iPhone 7;256;Jet Black;B
29-PRE7535;;61774;iPhone 7;32;Silver;A
29-PRE7536;;61756;iPhone 7;128;Silver;A
29-PRE7537;;61763;iPhone 7;256;Silver;A
29-PRE7541;;61772;iPhone 7;32;Pink;A
29-PRE7542;;61754;iPhone 7;128;Pink;A
29-PRE7543;;39345;iPhone 7;256;Pink;A
29-PRE7544;;71865;iPhone 7;32;Black;A
29-PRE7545;;71870;iPhone 7;128;Black;A
29-PRE7546;;71875;iPhone 7;256;Black;A
29-PRE7547;;61766;iPhone 7;32;Jet Black;A
29-PRE7548;;61753;iPhone 7;128;Jet Black;A
29-PRE7549;;61762;iPhone 7;256;Jet Black;A
33-BAS2912;;31099;Galaxy S4;16;Black;C
33-BAS2913;;39057;Galaxy S4;16;Blue;C
33-BAS2914;;31094;Galaxy S4;16;White;C
33-BAS2915;;38937;Galaxy S4;16;Pink;C
33-ECO2916;;31100;Galaxy S4;16;Black;D
33-ECO2917;;39058;Galaxy S4;16;Blue;D
33-ECO2918;;31095;Galaxy S4;16;White;D
33-ECO2919;;38951;Galaxy S4;16;Pink;D
33-MED2908;;30056;Galaxy S4;16;Black;B
33-MED2909;;39056;Galaxy S4;16;Blue;B
33-MED2910;;30078;Galaxy S4;16;White;B
33-MED2911;;38947;Galaxy S4;16;Pink;B
33-PRE2904;;31043;Galaxy S4;16;Black;A
33-PRE2905;;51878;Galaxy S4;16;Blue;A
33-PRE2906;;31096;Galaxy S4;16;White;A
33-PRE2907;;62264;Galaxy S4;16;Pink;A
34-BAS2924;;62270;Galaxy S4 Mini;8;Black;C
34-BAS2925;;30100;Galaxy S4 Mini;8;White;C
34-ECO2926;;62271;Galaxy S4 Mini;8;Black;D
34-ECO2927;;62274;Galaxy S4 Mini;8;White;D
34-MED2922;;30097;Galaxy S4 Mini;8;Black;B
34-MED2923;;62273;Galaxy S4 Mini;8;White;B
34-PRE2920;;51879;Galaxy S4 Mini;8;Black;A
34-PRE2921;;51880;Galaxy S4 Mini;8;White;A
35-BAS3145;;35792;Galaxy S5 G900;16;Black;C
35-BAS3146;;64552;Galaxy S5 G900;16;Blue;C
35-BAS3147;;32644;Galaxy S5 G900;16;White;C
35-ECO3149;;35793;Galaxy S5 G900;16;Black;D
35-ECO3150;;64553;Galaxy S5 G900;16;Blue;D
35-ECO3151;;32646;Galaxy S5 G900;16;White;D
35-GOL3136;;36678;Galaxy S5 G900;16;Gold;A
35-GOL3140;;35708;Galaxy S5 G900;16;Gold;B
35-GOL3144;;30741;Galaxy S5 G900;16;Gold;C
35-GOL3148;;35791;Galaxy S5 G900;16;Gold;D
35-MED3141;;30021;Galaxy S5 G900;16;Black;B
35-MED3142;;64547;Galaxy S5 G900;16;Blue;B
35-MED3143;;30010;Galaxy S5 G900;16;White;B
35-PRE3137;;7183;Galaxy S5 G900;16;Black;A
35-PRE3138;;64545;Galaxy S5 G900;16;Blue;A
35-PRE3139;;7184;Galaxy S5 G900;16;White;A
36-BAS2953;;72975;Galaxy S5 Mini;16;Black;C
36-BAS2954;;72980;Galaxy S5 Mini;16;Blue;C
36-BAS2955;;72985;Galaxy S5 Mini;16;White;C
36-ECO2957;;72976;Galaxy S5 Mini;16;Black;D
36-ECO2958;;72981;Galaxy S5 Mini;16;Blue;D
36-ECO2959;;72986;Galaxy S5 Mini;16;White;D
36-GOL2944;;72988;Galaxy S5 Mini;16;Gold;A
36-GOL2948;;72989;Galaxy S5 Mini;16;Gold;B
36-GOL2952;;72990;Galaxy S5 Mini;16;Gold;C
36-GOL2956;;72991;Galaxy S5 Mini;16;Gold;D
36-MED2949;;72974;Galaxy S5 Mini;16;Black;B
36-MED2950;;72979;Galaxy S5 Mini;16;Blue;B
36-MED2951;;72984;Galaxy S5 Mini;16;White;B
36-PRE2945;;72973;Galaxy S5 Mini;16;Black;A
36-PRE2946;;72978;Galaxy S5 Mini;16;Blue;A
36-PRE2947;;72983;Galaxy S5 Mini;16;White;A
37-BAS3129;;32103;Galaxy S6 G920;32;Black;C
37-BAS3130;;32102;Galaxy S6 G920;32;Blue;C
37-BAS3131;;31511;Galaxy S6 G920;32;White;C
37-ECO3133;;31508;Galaxy S6 G920;32;Black;D
37-ECO3134;;62361;Galaxy S6 G920;32;Blue;D
37-MED3125;;31493;Galaxy S6 G920;32;Black;B
37-MED3126;;62277;Galaxy S6 G920;32;Blue;B
37-MED3127;;31494;Galaxy S6 G920;32;White;B
37-PRE3121;;34552;Galaxy S6 G920;32;Black;A
37-PRE3122;;34551;Galaxy S6 G920;32;Blue;A
37-PRE3123;;34550;Galaxy S6 G920;32;White;A
38-GOL3104;;64585;Galaxy S6 Edge G925;32;Gold;A
38-GOL3108;;64586;Galaxy S6 Edge G925;32;Gold;B
38-GOL3112;;64588;Galaxy S6 Edge G925;32;Gold;C
38-GOL3116;;64592;Galaxy S6 Edge G925;32;Gold;D
39-BAS3096;;71424;Galaxy S6 Edge Plus G928;32;Silver;C
39-BAS3098;;54290;Galaxy S6 Edge Plus G928;32;Black;C
39-BAS3099;;62364;Galaxy S6 Edge Plus G928;32;White;C
39-ECO3100;;71425;Galaxy S6 Edge Plus G928;32;Silver;D
39-ECO3102;;54293;Galaxy S6 Edge Plus G928;32;Black;D
39-ECO3103;;62368;Galaxy S6 Edge Plus G928;32;White;D
39-GOL3089;;62352;Galaxy S6 Edge Plus G928;32;Gold;A
39-GOL3093;;54291;Galaxy S6 Edge Plus G928;32;Gold;B
39-GOL3097;;54292;Galaxy S6 Edge Plus G928;32;Gold;C
39-GOL3101;;54289;Galaxy S6 Edge Plus G928;32;Gold;D
39-MED3092;;71423;Galaxy S6 Edge Plus G928;32;Silver;B
39-MED3094;;31497;Galaxy S6 Edge Plus G928;32;Black;B
39-MED3095;;31498;Galaxy S6 Edge Plus G928;32;White;B
39-PRE3088;;71422;Galaxy S6 Edge Plus G928;32;Silver;A
39-PRE3090;;47581;Galaxy S6 Edge Plus G928;32;Black;A
39-PRE3091;;62373;Galaxy S6 Edge Plus G928;32;White;A
40-BAS6629;;74786;Galaxy S7 G930;32;Silver;C
40-BAS6631;;65473;Galaxy S7 G930;32;Black;C
40-BAS6632;;65396;Galaxy S7 G930;32;White;C
40-BAS6633;;65479;Galaxy S7 G930;32;Pink;C
40-ECO6634;;74787;Galaxy S7 G930;32;Silver;D
40-ECO6636;;65474;Galaxy S7 G930;32;Black;D
40-ECO6637;;65399;Galaxy S7 G930;32;White;D
40-ECO6638;;65480;Galaxy S7 G930;32;Pink;D
40-GOL6620;;65438;Galaxy S7 G930;32;Gold;A
40-GOL6625;;65465;Galaxy S7 G930;32;Gold;B
40-GOL6630;;65466;Galaxy S7 G930;32;Gold;C
40-GOL6635;;65467;Galaxy S7 G930;32;Gold;D
40-MED6624;;74784;Galaxy S7 G930;32;Silver;B
40-MED6626;;65470;Galaxy S7 G930;32;Black;B
40-MED6627;;65392;Galaxy S7 G930;32;White;B
40-MED6628;;65478;Galaxy S7 G930;32;Pink;B
40-PRE6619;;74785;Galaxy S7 G930;32;Silver;A
40-PRE6621;;65468;Galaxy S7 G930;32;Black;A
40-PRE6622;;65385;Galaxy S7 G930;32;White;A
40-PRE6623;;65475;Galaxy S7 G930;32;Pink;A
41-BAS3630;;65463;Galaxy S7 Edge G935;32;Silver;C
41-BAS3632;;65380;Galaxy S7 Edge G935;32;Black;C
41-BAS3633;;65368;Galaxy S7 Edge G935;32;White;C
41-BAS3634;;65407;Galaxy S7 Edge G935;32;Pink;C
41-ECO3635;;65464;Galaxy S7 Edge G935;32;Silver;D
41-ECO3637;;65382;Galaxy S7 Edge G935;32;Black;D
41-ECO3638;;65369;Galaxy S7 Edge G935;32;White;D
41-ECO3639;;65408;Galaxy S7 Edge G935;32;Pink;D
41-GOL3621;;65384;Galaxy S7 Edge G935;32;Gold;A
41-GOL3626;;65390;Galaxy S7 Edge G935;32;Gold;B
41-GOL3631;;65394;Galaxy S7 Edge G935;32;Gold;C
41-GOL3636;;65397;Galaxy S7 Edge G935;32;Gold;D
41-MED3625;;65462;Galaxy S7 Edge G935;32;Silver;B
41-MED3627;;65378;Galaxy S7 Edge G935;32;Black;B
41-MED3628;;65367;Galaxy S7 Edge G935;32;White;B
41-MED3629;;65406;Galaxy S7 Edge G935;32;Pink;B
41-PRE3620;;65452;Galaxy S7 Edge G935;32;Silver;A
41-PRE3622;;65364;Galaxy S7 Edge G935;32;Black;A
41-PRE3623;;65362;Galaxy S7 Edge G935;32;White;A
41-PRE3624;;65401;Galaxy S7 Edge G935;32;Pink;A
74-BAS7619;;76469;iPad mini Cellular;16;Silver;C
74-BAS7620;;76467;iPad mini Wifi;32;Silver;C
74-BAS7621;;76465;iPad mini Wifi;64;White;C
74-BAS7622;;76470;iPad mini Wifi;16;Black;C
74-BAS7623;;76468;iPad mini Wifi;32;Black;C
74-BAS7624;;76466;iPad mini Wifi;64;Black;C
74-ECO7625;;77301;iPad mini Wifi;16;Silver;D
74-ECO7626;;77311;iPad mini Wifi;32;Silver;D
74-ECO7627;;77321;iPad mini Wifi;64;White;D
74-ECO7628;;77296;iPad mini Wifi;16;Black;D
74-ECO7629;;77306;iPad mini Wifi;32;Black;D
74-ECO7630;;77316;iPad mini Wifi;64;Black;D
74-MED7613;;77300;iPad mini Wifi;16;Silver;B
74-MED7614;;77310;iPad mini Wifi;32;Silver;B
74-MED7615;;77320;iPad mini Wifi;64;White;B
74-MED7616;;77295;iPad mini Wifi;16;Black;B
74-MED7617;;77305;iPad mini Wifi;32;Black;B
74-MED7618;;77315;iPad mini Wifi;64;Black;B
74-PRE7607;;77299;iPad mini Wifi;16;Silver;A
74-PRE7608;;77309;iPad mini Wifi;32;Silver;A
74-PRE7609;;77319;iPad mini Wifi;64;White;A
74-PRE7610;;77294;iPad mini Wifi;16;Black;A
74-PRE7611;;77304;iPad mini Wifi;32;Black;A
74-PRE7612;;77314;iPad mini Wifi;64;Black;A
75-BAS7659;;76464;iPad mini 2 Wifi;32;Silver;C
75-BAS7660;;76463;iPad mini 2 Wifi;32;Black;C
75-ECO7661;;77331;iPad mini 2 Wifi;32;Silver;D
75-ECO7662;;77326;iPad mini 2 Wifi;32;Black;D
75-MED7657;;77330;iPad mini 2 Wifi;32;Silver;B
75-MED7658;;77325;iPad mini 2 Wifi;32;Black;B
75-PRE7655;;77329;iPad mini 2 Wifi;32;Silver;A
75-PRE7656;;77324;iPad mini 2 Wifi;32;Black;A
76-BAS7687;;76894;iPad Air Wifi;16;Silver;C
76-BAS7688;;76892;iPad Air Wifi;32;Silver;C
76-BAS7689;;76896;iPad Air Wifi;64;Silver;C
76-BAS7690;;76898;iPad Air Wifi;128;Silver;C
76-BAS7691;;76893;iPad Air Wifi;16;Black;C
76-BAS7692;;76891;iPad Air Wifi;32;Black;C
76-BAS7693;;76895;iPad Air Wifi;64;Black;C
76-BAS7694;;76897;iPad Air Wifi;128;Black;C
76-ECO7695;;77216;iPad Air Wifi;16;Silver;D
76-ECO7696;;77226;iPad Air Wifi;32;Silver;D
76-ECO7697;;77236;iPad Air Wifi;64;Silver;D
76-ECO7698;;77246;iPad Air Wifi;128;Silver;D
76-ECO7699;;77211;iPad Air Wifi;16;Black;D
76-ECO7700;;77221;iPad Air Wifi;32;Black;D
76-ECO7701;;77231;iPad Air Wifi;64;Black;D
76-ECO7702;;77241;iPad Air Wifi;128;Black;D
76-MED7679;;77215;iPad Air Wifi;16;Silver;B
76-MED7680;;77225;iPad Air Wifi;32;Silver;B
76-MED7681;;77235;iPad Air Wifi;64;Silver;B
76-MED7682;;77245;iPad Air Wifi;128;Silver;B
76-MED7683;;77210;iPad Air Wifi;16;Black;B
76-MED7684;;77220;iPad Air Wifi;32;Black;B
76-MED7685;;77230;iPad Air Wifi;64;Black;B
76-MED7686;;77240;iPad Air Wifi;128;Black;B
76-PRE7671;;77214;iPad Air Wifi;16;Silver;A
76-PRE7672;;77224;iPad Air Wifi;32;Silver;A
76-PRE7673;;77234;iPad Air Wifi;64;Silver;A
76-PRE7674;;77244;iPad Air Wifi;128;Silver;A
76-PRE7675;;77413;iPad Air Wifi;16;Black;A
76-PRE7676;;77219;iPad Air Wifi;32;Black;A
76-PRE7677;;77229;iPad Air Wifi;64;Black;A
76-PRE7678;;77239;iPad Air Wifi;128;Black;A
77-BAS7753;;76900;iPad Air 2 Wifi;16;Silver;C
77-BAS7754;;76903;iPad Air 2 Wifi;64;Silver;C
77-BAS7755;;76906;iPad Air 2 Wifi;128;Silver;C
77-BAS7756;;76899;iPad Air 2 Wifi;16;Black;C
77-BAS7757;;76902;iPad Air 2 Wifi;64;Black;C
77-BAS7758;;76905;iPad Air 2 Wifi;128;Black;C
77-ECO7762;;77256;iPad Air 2 Wifi;16;Silver;D
77-ECO7763;;77271;iPad Air 2 Wifi;64;Silver;D
77-ECO7764;;77286;iPad Air 2 Wifi;128;Silver;D
77-ECO7765;;77251;iPad Air 2 Wifi;16;Black;D
77-ECO7766;;77266;iPad Air 2 Wifi;64;Black;D
77-ECO7767;;77281;iPad Air 2 Wifi;128;Black;D
77-GOL7741;;77259;iPad Air 2 Wifi;16;Gold;A
77-GOL7742;;77274;iPad Air 2 Wifi;64;Gold;A
77-GOL7743;;77289;iPad Air 2 Wifi;128;Gold;A
77-GOL7750;;77260;iPad Air 2 Wifi;16;Gold;B
77-GOL7751;;77275;iPad Air 2 Wifi;64;Gold;B
77-GOL7752;;77290;iPad Air 2 Wifi;128;Gold;B
77-GOL7759;;76901;iPad Air 2 Wifi;16;Gold;C
77-GOL7760;;76904;iPad Air 2 Wifi;64;Gold;C
77-GOL7761;;76907;iPad Air 2 Wifi;128;Gold;C
77-GOL7768;;77261;iPad Air 2 Wifi;16;Gold;D
77-GOL7769;;77276;iPad Air 2 Wifi;64;Gold;D
77-GOL7770;;77291;iPad Air 2 Wifi;128;Gold;D
77-MED7744;;77255;iPad Air 2 Wifi;16;Silver;B
77-MED7745;;77270;iPad Air 2 Wifi;64;Silver;B
77-MED7746;;77285;iPad Air 2 Wifi;128;Silver;B
77-MED7747;;77250;iPad Air 2 Wifi;16;Black;B
77-MED7748;;77265;iPad Air 2 Wifi;64;Black;B
77-MED7749;;77280;iPad Air 2 Wifi;128;Black;B
77-PRE7735;;77254;iPad Air 2 Wifi;16;Silver;A
77-PRE7736;;77269;iPad Air 2 Wifi;64;Silver;A
77-PRE7737;;77284;iPad Air 2 Wifi;128;Silver;A
77-PRE7738;;77249;iPad Air 2 Wifi;16;Black;A
77-PRE7739;;77264;iPad Air 2 Wifi;64;Black;A
77-PRE7740;;77279;iPad Air 2 Wifi;128;Black;A
78-BAS7855;;76555;iPad 4 WIFI;16;Silver;C
78-BAS7856;;76557;iPad 4 WIFI;32;Silver;C
78-BAS7857;;76559;iPad 4 WIFI;64;Silver;C
78-BAS7858;;76554;iPad 4 WIFI;16;Black;C
78-BAS7859;;76556;iPad 4 WIFI;32;Black;C
78-BAS7860;;76558;iPad 4 WIFI;64;Black;C
78-ECO7861;;77185;iPad 4 WIFI;16;Silver;D
78-ECO7862;;77195;iPad 4 WIFI;32;Silver;D
78-ECO7863;;77206;iPad 4 WIFI;64;Silver;D
78-ECO7864;;77180;iPad 4 WIFI;16;Black;D
78-ECO7865;;77190;iPad 4 WIFI;32;Black;D
78-ECO7866;;77201;iPad 4 WIFI;64;Black;D
78-MED7849;;77184;iPad 4 WIFI;16;Silver;B
78-MED7850;;77194;iPad 4 WIFI;32;Silver;B
78-MED7851;;77205;iPad 4 WIFI;64;Silver;B
78-MED7852;;77179;iPad 4 WIFI;16;Black;B
78-MED7853;;77189;iPad 4 WIFI;32;Black;B
78-MED7854;;77199;iPad 4 WIFI;64;Black;B
78-PRE7843;;77183;iPad 4 WIFI;16;Silver;A
78-PRE7844;;77193;iPad 4 WIFI;32;Silver;A
78-PRE7845;;77204;iPad 4 WIFI;64;Silver;A
78-PRE7846;;77178;iPad 4 WIFI;16;Black;A
78-PRE7847;;77188;iPad 4 WIFI;32;Black;A
78-PRE7848;;77198;iPad 4 WIFI;64;Black;A
79-BAS7878;;76547;iPad 3 WIFI;16;Silver;C
79-BAS7879;;76550;iPad 3 WIFI;32;Silver;C
79-BAS7880;;76552;iPad 3 WIFI;64;Silver;C
79-BAS7881;;76546;iPad 3 WIFI;16;Black;C
79-BAS7882;;76549;iPad 3 WIFI;32;Black;C
79-BAS7883;;76551;iPad 3 WIFI;64;Black;C
79-ECO7884;;77155;iPad 3 WIFI;16;Silver;D
79-ECO7885;;77165;iPad 3 WIFI;32;Silver;D
79-ECO7886;;77175;iPad 3 WIFI;64;Silver;D
79-ECO7887;;77150;iPad 3 WIFI;16;Black;D
79-ECO7888;;77160;iPad 3 WIFI;32;Black;D
79-ECO7889;;77170;iPad 3 WIFI;64;Black;D
79-MED7872;;77154;iPad 3 WIFI;16;Silver;B
79-MED7873;;77164;iPad 3 WIFI;32;Silver;B
79-MED7874;;77174;iPad 3 WIFI;64;Silver;B
79-MED7875;;77149;iPad 3 WIFI;16;Black;B
79-MED7876;;77159;iPad 3 WIFI;32;Black;B
79-MED7877;;77169;iPad 3 WIFI;64;Black;B
79-PRE7867;;77163;iPad 3 WIFI;32;Silver;A
79-PRE7868;;77173;iPad 3 WIFI;64;Silver;A
79-PRE7869;;77148;iPad 3 WIFI;16;Black;A
79-PRE7870;;77158;iPad 3 WIFI;32;Black;A
79-PRE7871;;77168;iPad 3 WIFI;64;Black;A
79-PRE7890;;77153;iPad 3 WIFI;16;Silver;A
80-BAS7902;;76457;iPad 2 WIFI;16;Silver;C
80-BAS7903;;76459;iPad 2 WIFI;32;Silver;C
80-BAS7904;;76461;iPad 2 WIFI;64;Silver;C
80-BAS7905;;76454;iPad 2 WIFI;16;Black;C
80-BAS7906;;76456;iPad 2 WIFI;32;Black;C
80-BAS7907;;76462;iPad 2 WIFI;64;Black;C
80-ECO7908;;77125;iPad 2 WIFI;16;Silver;D
80-ECO7909;;77135;iPad 2 WIFI;32;Silver;D
80-ECO7910;;77145;iPad 2 WIFI;64;Silver;D
80-ECO7911;;76827;iPad 2 WIFI;16;Black;D
80-ECO7912;;77130;iPad 2 WIFI;32;Black;D
80-ECO7913;;77140;iPad 2 WIFI;64;Black;D
80-MED7896;;77124;iPad 2 WIFI;16;Silver;B
80-MED7897;;77134;iPad 2 WIFI;32;Silver;B
80-MED7898;;77144;iPad 2 WIFI;64;Silver;B
80-MED7899;;76826;iPad 2 WIFI;16;Black;B
80-MED7900;;77129;iPad 2 WIFI;32;Black;B
80-MED7901;;77139;iPad 2 WIFI;64;Black;B
80-PRE7891;;77133;iPad 2 WIFI;32;Silver;A
80-PRE7892;;77143;iPad 2 WIFI;64;Silver;A
80-PRE7893;;76825;iPad 2 WIFI;16;Black;A
80-PRE7894;;77128;iPad 2 WIFI;32;Black;A
80-PRE7895;;77138;iPad 2 WIFI;64;Black;A
80-PRE7914;;77123;iPad 2 WIFI;16;Silver;A
81-IPH7930;;13707;iPhone 6/6s;0;;New
81-IPH7931;;29832;Iphone 6 Plus/6s plus;0;;New
81-IPH7932;;13535;iPhone 4;0;;New
81-IPH7933;;13537;iPhone 5/5c/5s;0;;New
81-IPH7934;;35053;iPhone 7;0;;New
82-GAL7940;;13696;Galaxy S5;0;;New
82-GAL7941;;13773;Galaxy S6;0;;New
82-GAL7942;;17731;Galaxy S6 Edge Plus Full Face Transparent;0;;New
82-GAL7943;;18391;Galaxy S7;0;;New
83-BAS8293;;80277;iPhone 8;64;Silver;C
83-BAS8294;;80297;iPhone 8;256;Silver;C
83-BAS8295;;80282;iPhone 8;64;Grey;C
83-BAS8296;;80302;iPhone 8;256;Grey;C
83-BAS8299;;80292;iPhone 8;64;Red;C
83-BAS8300;;80312;iPhone 8;256;Red;C
83-ECO8285;;80278;iPhone 8;64;Silver;D
83-ECO8286;;80298;iPhone 8;256;Silver;D
83-ECO8287;;80283;iPhone 8;64;Grey;D
83-ECO8288;;80303;iPhone 8;256;Grey;D
83-ECO8291;;80293;iPhone 8;64;Red;D
83-ECO8292;;80313;iPhone 8;256;Red;D
83-GOL8289;;80288;iPhone 8;64;Gold;D
83-GOL8290;;80308;iPhone 8;256;Gold;D
83-GOL8297;;80287;iPhone 8;64;Gold;C
83-GOL8298;;80307;iPhone 8;256;Gold;C
83-GOL8305;;80286;iPhone 8;64;Gold;B
83-GOL8306;;80306;iPhone 8;256;Gold;B
83-GOL8313;;80285;iPhone 8;64;Gold;A
83-GOL8314;;80305;iPhone 8;256;Gold;A
83-MED8301;;80276;iPhone 8;64;Silver;B
83-MED8302;;80296;iPhone 8;256;Silver;B
83-MED8303;;80281;iPhone 8;64;Grey;B
83-MED8304;;80301;iPhone 8;256;Grey;B
83-MED8307;;80291;iPhone 8;64;Red;B
83-MED8308;;80311;iPhone 8;256;Red;B
83-PRE8309;;80275;iPhone 8;64;Silver;A
83-PRE8310;;80295;iPhone 8;256;Silver;A
83-PRE8311;;80280;iPhone 8;64;Grey;A
83-PRE8312;;80300;iPhone 8;256;Grey;A
83-PRE8315;;80290;iPhone 8;64;Red;A
83-PRE8316;;80310;iPhone 8;256;Red;A
86-BAS8324;;80317;iPhone 8 Plus;64;Silver;C
86-BAS8325;;80337;iPhone 8 Plus;256;Silver;C
86-BAS8326;;80322;iPhone 8 Plus;64;Grey;C
86-BAS8327;;80342;iPhone 8 Plus;256;Grey;C
86-BAS8330;;80332;iPhone 8 Plus;64;Red;C
86-BAS8331;;80352;iPhone 8 Plus;256;Red;C
86-ECO8317;;80338;iPhone 8 Plus;256;Silver;D
86-ECO8318;;80323;iPhone 8 Plus;64;Grey;D
86-ECO8319;;80343;iPhone 8 Plus;256;Grey;D
86-ECO8322;;80333;iPhone 8 Plus;64;Red;D
86-ECO8323;;80353;iPhone 8 Plus;256;Red;D
86-ECO8348;;80318;iPhone 8 Plus;64;Silver;D
86-GOL8320;;80328;iPhone 8 Plus;64;Gold;D
86-GOL8321;;80348;iPhone 8 Plus;256;Gold;D
86-GOL8328;;80327;iPhone 8 Plus;64;Gold;C
86-GOL8329;;80347;iPhone 8 Plus;256;Gold;C
86-GOL8336;;80326;iPhone 8 Plus;64;Gold;B
86-GOL8337;;80346;iPhone 8 Plus;256;Gold;B
86-GOL8344;;80325;iPhone 8 Plus;64;Gold;A
86-GOL8345;;80345;iPhone 8 Plus;256;Gold;A
86-MED8332;;80316;iPhone 8 Plus;64;Silver;B
86-MED8333;;80336;iPhone 8 Plus;256;Silver;B
86-MED8334;;80321;iPhone 8 Plus;64;Grey;B
86-MED8335;;80340;iPhone 8 Plus;256;Grey;B
86-MED8338;;80331;iPhone 8 Plus;64;Red;B
86-MED8339;;80351;iPhone 8 Plus;256;Red;B
86-PRE8340;;80315;iPhone 8 Plus;64;Silver;A
86-PRE8341;;80335;iPhone 8 Plus;256;Silver;A
86-PRE8342;;80320;iPhone 8 Plus;64;Grey;A
86-PRE8343;;80339;iPhone 8 Plus;256;Grey;A
86-PRE8346;;80330;iPhone 8 Plus;64;Red;A
86-PRE8347;;80350;iPhone 8 Plus;256;Red;A
87-BAS8385;;80357;iPhone X;64;Silver;C
87-BAS8386;;80367;iPhone X;256;Silver;C
87-BAS8387;;80362;iPhone X;64;Grey;C
87-BAS8388;;80372;iPhone X;256;Grey;C
87-ECO8381;;80358;iPhone X;64;Silver;D
87-ECO8382;;80368;iPhone X;256;Silver;D
87-ECO8383;;80363;iPhone X;64;Grey;D
87-ECO8384;;80373;iPhone X;256;Grey;D
87-MED8389;;80356;iPhone X;64;Silver;B
87-MED8390;;80366;iPhone X;256;Silver;B
87-MED8391;;80361;iPhone X;64;Grey;B
87-MED8392;;80371;iPhone X;256;Grey;B
87-PRE8393;;80355;iPhone X;64;Silver;A
87-PRE8394;;80365;iPhone X;256;Silver;A
87-PRE8395;;80360;iPhone X;64;Grey;A
87-PRE8396;;80370;iPhone X;256;Grey;A
88-BAS8671;;79757;Galaxy S8 G950F;64;Silver;C
88-BAS8672;;80537;Galaxy S8 G950F;64;Blue;C
88-BAS8673;;80532;Galaxy S8 G950F;64;Pink;C
88-BAS8674;;79745;Galaxy S8 G950F;64;Grey;C
88-BAS8675;;79733;Galaxy S8 G950F;64;Black;C
88-ECO8666;;79758;Galaxy S8 G950F;64;Silver;D
88-ECO8667;;80536;Galaxy S8 G950F;64;Blue;D
88-ECO8668;;80531;Galaxy S8 G950F;64;Pink;D
88-ECO8669;;79744;Galaxy S8 G950F;64;Grey;D
88-ECO8670;;79737;Galaxy S8 G950F;64;Black;D
88-MED8676;;79756;Galaxy S8 G950F;64;Silver;B
88-MED8677;;80538;Galaxy S8 G950F;64;Blue;B
88-MED8678;;80533;Galaxy S8 G950F;64;Pink;B
88-MED8679;;79746;Galaxy S8 G950F;64;Grey;B
88-MED8680;;79731;Galaxy S8 G950F;64;Black;B
88-PRE8681;;79755;Galaxy S8 G950F;64;Silver;A
88-PRE8682;;80539;Galaxy S8 G950F;64;Blue;A
